Date,Open,High,Low,Close,Volume,Currency
2021-11-30,57795.2,59174.4,55936.9,56882.9,73656,USD
2021-12-01,56891.7,59064.3,56496.5,57210.3,66748,USD
2021-12-02,57207.8,57377.5,55807.9,56496.0,54943,USD
2021-12-03,56495.2,57543.6,52008.9,53631.5,89200,USD
2021-12-04,53620.7,53847.2,42587.8,49195.2,168000,USD
2021-12-05,49196.4,49689.3,47797.8,49405.5,72026,USD
2021-12-06,49412.1,50913.3,47237.9,50562.1,89675,USD
2021-12-07,50547.4,51918.6,50070.9,50595.2,56293,USD
2021-12-08,50596.6,51204.7,48700.7,50473.9,55594,USD
2021-12-09,50477.6,50790.2,47341.9,47596.6,58691,USD
2021-12-10,47591.7,49974.8,47007.1,47137.2,68063,USD
2021-12-11,47138.4,49487.0,46834.0,49314.5,45225,USD
2021-12-12,49332.5,50779.2,48670.5,50081.0,40297,USD
2021-12-13,50075.9,50196.1,45848.2,46703.6,80372,USD
2021-12-14,46709.8,48635.0,46338.3,48366.5,62536,USD
2021-12-15,48366.2,49477.9,46572.6,48871.5,80283,USD
2021-12-16,48876.6,49387.8,47543.9,47628.2,48201,USD
2021-12-17,47630.4,47997.2,45523.8,46172.2,67502,USD
2021-12-18,46171.8,47330.2,45513.4,46856.2,36928,USD
2021-12-19,46855.7,48270.2,46438.4,46704.5,44051,USD
2021-12-20,46703.4,47488.9,45577.3,46895.2,57532,USD
2021-12-21,46900.1,49306.1,46654.0,48902.0,57877,USD
2021-12-22,48898.7,49540.3,48449.7,48599.7,40892,USD
2021-12-23,48599.6,51355.6,48053.4,50801.0,56237,USD
2021-12-24,50807.4,51795.3,50428.4,50786.1,45967,USD
2021-12-25,50789.6,51140.2,50196.8,50406.4,26668,USD
2021-12-26,50404.0,51247.0,49527.0,50779.9,32343,USD
2021-12-27,50783.6,52016.3,50459.0,50678.2,43902,USD
2021-12-28,50703.4,50703.8,47345.7,47545.2,74391,USD
2021-12-29,47548.4,48121.7,46127.8,46461.7,63923,USD
2021-12-30,46470.7,47901.4,46003.0,47123.3,60960,USD
2021-12-31,47123.3,48553.9,45693.6,46219.5,58178,USD
2022-01-01,46217.5,47917.6,46217.5,47738.0,31239,USD
2022-01-02,47738.7,47944.9,46718.2,47311.8,27020,USD
2022-01-03,47293.9,47556.0,45704.0,46430.2,41062,USD
2022-01-04,46435.7,47505.4,45602.1,45837.3,55589,USD
2022-01-05,45833.1,47019.4,42535.1,43425.9,83744,USD
2022-01-06,43431.6,43772.3,42481.1,43097.5,63076,USD
2022-01-07,43097.9,43127.7,40810.0,41546.7,88358,USD
2022-01-08,41551.3,42226.8,40574.3,40802.0,43306,USD
